Kor MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,12/3/2024 18:59,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.91,0.65,52.5,2.725,77.4,67.6,68.9,7.84,76.9,3.876,0.04,76,0.12,3.87,49,NA,-5.5,8.822,2.732,38.89381,-91.73734,243.7,0,11.7,740.3
,,,STANDARD DEVIATION:,0.31,0.77,0.7,1.331,0.2,4.5,4.6,0.43,81.4,1.893,0,0.2,0.22,5.37,0,0.17,9.4,0.486,1.328,0,0.00001,0.9,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18F102214,24D104465,18D101260,24E102415,18D101260,22A106708,22A106708,22A106708,23L103548,24E102415,18D101260,18D101260,18F102214,24D104465,18D101260,23L103548,23L103548,18D101260,24E102415,17E100519,17E100519,17E100519,17E100519,17E100519,17E100519
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll RFU,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,TAL PC RFU,TAL PE RFU,TDS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
11/25/2024,11:33:15,0,440,0.93,0.52,54.7,0.05,77.2,79.4,80.9,8.88,123.1,0.071,0.04,75.9,0.03,0.86,49,6.97,-21.1,10.382,0.046,38.89381,-91.73734,246.2,0,11.7,740.3
11/25/2024,11:33:16,0,440,0.99,0.46,54.7,0.029,77.2,79.3,80.8,8.87,123.2,0.041,0.04,75.9,0.05,0.65,49,6.96,-20.9,10.377,0.02,38.89381,-91.73735,246.1,0,11.7,740.3
11/25/2024,11:33:17,0,440,1.04,0.44,54.7,0.038,77.3,79.2,80.7,8.86,123.3,0.054,0.04,75.9,0.02,0.73,49,6.96,-20.7,10.368,0.052,38.89381,-91.73735,246.1,0,11.7,740.2
11/25/2024,11:33:18,0,440,1.02,0.45,54.8,0.082,77.4,79.1,80.6,8.85,123.3,0.117,0.04,76,0.01,0.96,49,6.96,-20.5,10.366,0.096,38.89381,-91.73735,246.1,0,11.7,740.3
11/25/2024,11:33:19,0,440,0.83,0.46,54.8,0.104,77.4,79,80.5,8.84,123.4,0.148,0.04,76.1,0,1.04,49,6.95,-20.2,10.371,0.114,38.89381,-91.73735,246,0,11.7,740.3
11/25/2024,11:33:20,0,440,0.85,0.48,54.8,0.128,77.3,78.9,80.4,8.83,123.4,0.182,0.04,76,0,0.93,49,6.95,-20.1,10.394,0.149,38.89381,-91.73735,246,0,11.7,740.3
11/25/2024,11:33:21,0,440,0.87,0.49,54.7,0.174,77.1,78.9,80.4,8.82,123.5,0.247,0.04,75.8,0,0.85,49,6.95,-20,10.406,0.192,38.89381,-91.73735,246,0,11.7,740.3
11/25/2024,11:33:22,0,440,0.84,0.54,54.6,0.235,77.1,78.8,80.3,8.81,123.5,0.334,0.04,75.8,0,1.11,49,6.94,-19.8,10.388,0.242,38.89381,-91.73735,245.9,0,11.7,740.4
11/25/2024,11:33:23,0,440,1.01,0.63,54.7,0.27,77.2,78.7,80.2,8.8,123.6,0.384,0.04,75.9,0.01,1.47,49,6.94,-19.7,10.351,0.297,38.89381,-91.73735,245.8,0,11.7,740.2
11/25/2024,11:33:24,0,440,1.04,0.58,54.7,0.328,77.3,78.6,80.1,8.8,123.6,0.467,0.04,76,0.04,1.37,49,6.94,-19.5,10.328,0.36,38.89381,-91.73735,245.9,0,11.7,740.2
11/25/2024,11:33:25,0,440,0.88,0.49,54.7,0.377,77.4,78.6,80.1,8.8,123.7,0.536,0.04,76,-0.04,1.05,49,6.94,-19.3,10.331,0.379,38.89381,-91.73735,245.9,0,11.7,740.2
11/25/2024,11:33:26,0,440,0.89,0.45,54.7,0.412,77.4,78.5,80,8.79,123.7,0.585,0.04,76,-0.06,0.95,49,6.93,-19.1,10.328,0.414,38.89381,-91.73735,245.9,0,11.7,740.2
11/25/2024,11:33:27,0,440,1.18,0.62,54.7,0.44,77.3,78.4,79.9,8.78,123.8,0.626,0.04,76,0.04,1.67,49,6.93,-18.9,10.327,0.468,38.89381,-91.73735,245.9,0,11.7,740.3
11/25/2024,11:33:28,0,440,1.4,0.84,54.5,0.485,77.2,78.2,79.7,8.76,123.9,0.689,0.04,75.9,0.11,2.44,49,6.92,-18.7,10.264,0.505,38.89381,-91.73735,245.6,0,11.7,740.3
11/25/2024,11:33:29,0,440,1.35,0.83,54.3,0.515,77.2,77.8,79.3,8.74,124,0.732,0.04,75.9,0.09,2.34,49,6.92,-18.6,10.122,0.523,38.89381,-91.73735,245.5,0,11.7,740.2
11/25/2024,11:33:30,0,440,1.51,0.76,54.2,0.554,77.4,77.6,79,8.75,124.1,0.787,0.04,76,0.12,1.91,49,6.92,-18.4,9.972,0.555,38.89381,-91.73735,245.3,0,11.7,740.3
11/25/2024,11:33:31,0,440,1.48,0.77,54.3,0.588,77.5,77.6,79,8.77,124.2,0.836,0.04,76.2,0.13,1.85,50,6.91,-18.1,9.944,0.624,38.89381,-91.73734,245.3,0,11.7,740.3
11/25/2024,11:33:32,0,440,1.33,0.76,54.3,0.648,77.8,77.2,78.7,8.73,124.3,0.922,0.04,76.4,0.09,1.96,50,6.91,-17.9,9.825,0.664,38.89381,-91.73734,245.1,0,11.7,740.3
11/25/2024,11:33:33,0,440,1.36,0.65,54.2,0.665,77.8,77,78.4,8.74,124.4,0.945,0.04,76.5,0.08,1.79,50,6.91,-17.6,9.726,0.661,38.89381,-91.73734,245.2,0,11.7,740.3
11/25/2024,11:33:34,0,440,1.33,0.63,54.1,0.695,77.8,76.8,78.3,8.73,124.5,0.988,0.04,76.4,0.11,1.86,50,6.9,-17.4,9.714,0.695,38.89381,-91.73734,245.1,0,11.7,740.4
11/25/2024,11:33:35,0,440,1.31,0.74,54,0.718,77.8,76.5,77.9,8.7,124.6,1.021,0.04,76.4,0.13,2.29,50,6.9,-17.2,9.651,0.736,38.89381,-91.73734,245.1,0,11.7,740.3
11/25/2024,11:33:36,0,440,1.31,0.83,53.9,0.736,77.6,76.2,77.6,8.67,124.7,1.047,0.04,76.3,0.13,2.32,50,6.89,-16.9,9.646,0.746,38.89381,-91.73734,244.9,0,11.7,740.4
11/25/2024,11:33:37,0,440,1.38,0.85,53.8,0.735,77.4,76.1,77.5,8.65,124.7,1.045,0.04,76.1,0.14,2.41,49,6.89,-16.7,9.682,0.73,38.89381,-91.73734,244.8,0,11.7,740.4
11/25/2024,11:33:38,0,440,1.38,0.85,53.9,0.769,77.5,75.6,77,8.6,124.8,1.093,0.04,76.1,0.11,2.59,49,6.89,-16.6,9.673,0.782,38.89381,-91.73734,244.6,0,11.7,740.4
11/25/2024,11:33:39,0,440,1.37,0.83,53.9,0.805,77.6,75.3,76.7,8.56,125,1.145,0.04,76.3,0.11,2.65,50,6.88,-16.5,9.646,0.824,38.89381,-91.73734,244.5,0,11.7,740.4
11/25/2024,11:33:40,0,440,1.31,0.81,53.9,0.821,77.9,74.6,76,8.5,125.2,1.167,0.04,76.6,0.07,2.44,50,6.88,-16.3,9.493,0.82,38.8938,-91.73734,244.4,0,11.7,740.3
11/25/2024,11:33:41,0,440,1.29,0.78,53.7,0.821,78.1,74.2,75.6,8.5,125.3,1.167,0.04,76.8,0.09,2.23,50,6.88,-16.2,9.228,0.815,38.89381,-91.73734,244.1,0,11.7,740.3
11/25/2024,11:33:42,0,440,1.31,0.78,53.4,0.85,78.1,74.1,75.5,8.53,125.3,1.208,0.04,76.7,0.16,2.53,50,6.87,-15.9,9.081,0.861,38.89381,-91.73734,244.1,0,11.7,740.4
11/25/2024,11:33:43,0,440,1.41,0.79,53.3,0.883,77.9,74,75.4,8.54,125.4,1.255,0.04,76.6,0.13,2.21,50,6.87,-15.7,9.11,0.89,38.89381,-91.73734,244.1,0,11.7,740.4
11/25/2024,11:33:44,0,440,1.46,0.81,53.3,0.901,77.8,73.8,75.1,8.5,125.5,1.282,0.04,76.4,0.11,1.8,50,6.87,-15.5,9.171,0.902,38.89381,-91.73734,244,0,11.7,740.4
11/25/2024,11:33:45,0,440,1.43,0.78,53.3,0.914,77.6,73.4,74.7,8.44,125.6,1.299,0.04,76.2,0.14,1.85,50,6.86,-15.3,9.232,0.924,38.8938,-91.73734,243.7,0,11.7,740.4
11/25/2024,11:33:46,0,440,1.42,0.78,53.2,0.934,77.4,72.9,74.3,8.38,125.6,1.328,0.04,76.1,0.17,1.92,49,6.86,-15.1,9.216,0.936,38.8938,-91.73734,243.5,0,11.7,740.4
11/25/2024,11:33:47,0,440,1.45,0.81,53.1,0.978,77.6,72.7,74.1,8.38,125.6,1.391,0.04,76.3,0.14,2.19,50,6.86,-15,9.089,0.984,38.8938,-91.73734,243.5,0,11.7,740.4
11/25/2024,11:33:48,0,440,1.5,0.77,53.1,1.004,77.7,72.6,73.9,8.38,125.7,1.428,0.04,76.4,0.13,2.01,50,6.85,-14.8,9.027,1.025,38.8938,-91.73734,243.6,0,11.7,740.4
11/25/2024,11:33:49,0,440,1.68,0.83,53,1.038,77.7,72.4,73.8,8.37,125.8,1.476,0.04,76.3,0.11,2.11,50,6.85,-14.7,8.996,1.056,38.8938,-91.73734,243.8,0,11.7,740.4
11/25/2024,11:33:50,0,440,1.5,0.86,52.9,1.055,77.5,72.2,73.5,8.34,125.8,1.5,0.04,76.2,0.07,2.13,50,6.85,-14.5,8.987,1.061,38.8938,-91.73734,244,0,11.7,740.3
